Name	Glottocode	Area	Longitude	Latitude	classification	Countries	Family_ID
Nukuria	nuku1259	NG area	154.731	-3.40038	aust1307/mala1545/east2712/ocea1241/cent2060/east2445/poly1242/nucl1485/nort3246/solo1260/cent2298/cent2299/taku1258	PG	aust1307
Numanggang	numa1254	NG area	146.719	-6.39311	nucl1709/fini1244/fini1245/erap1240/boan1245	PG	nucl1709
Numbami	numb1247	NG area	147.298	-7.52806	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245	PG	aust1307
Nusa Laut	nusa1245	NG area	128.776	-3.67727	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243/sera1270/ulia1238/hatu1247/hatu1244/elpa1239	ID	aust1307
Nyindrou	nyin1250	NG area	146.627	-2.1143	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/west2533/west2848	PG	aust1307
Obokuitai	obok1239	NG area	137.924	-2.88029	lake1255/tari1255/east2502/erit1238	ID	lake1255
Odiai	odia1239	NG area	141.336	-3.82276	NA	PG	NA
Odoodee	odoo1238	NG area	142.486	-6.59222	east2433	PG	east2433
Ogea	ogea1238	NG area	145.71	-5.37766	nucl1709/mada1298/raic1241/nuru1240	PG	nucl1709
Oirata	oira1263	NG area	127.201	-8.09044	timo1261/east2520/fata1246	ID	timo1261
Oksapmin	oksa1245	NG area	142.177	-5.20797	nucl1709/cent2116/awyu1265/okok1235	PG	nucl1709
Olo	oloo1241	NG area	142.131	-3.2929	nucl1708/wape1249/cent2407/wape1250/auol1234/oloe1234	PG	nucl1708
Omati	omat1240	NG area	144.005	-7.39808	book1242	PG	book1242
Ömie	omie1241	NG area	148.107	-9.03136	koia1260/bara1376	PG	koia1260
Onin Pidgin	onin1237	NG area	132.083	-2.83	pidg1258/onin1246	ID	pidg1258
Onin	onin1245	NG area	132.062	-2.75976	aust1307/mala1545/tani1260/keit1238/yamd1241/onin1244	ID	aust1307
Onjob	onjo1240	NG area	149.121	-9.31824	daga1274	PG	daga1274
Onobasulu	onob1238	NG area	142.776	-6.30876	bosa1245/bosa1246	PG	bosa1245
Ono	onoo1246	NG area	147.579	-6.19223	nucl1709/fini1244/huon1246/east2705/kala1410	PG	nucl1709
Ontenu	onte1239	NG area	145.765	-6.45912	book1242	PG	book1242
Ooku	ooku1235	NG area	149.100566	-10.13509	mail1249/bauw1241	PG	mail1249
Opao	opao1240	NG area	145.751	-7.85988	nucl1580/west2573	PG	nucl1580
Ormu	ormu1248	NG area	140.6015	-2.51361	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/sarm1241/jaya1243	ID	aust1307
Orokolo	orok1267	NG area	145.34	-7.81309	nucl1580/west2573	PG	nucl1580
Orokaiva	orok1269	NG area	148.09	-8.79019	nucl1709/bina1276/bina1279/nucl1603/sout2934/orok1268	PG	nucl1709
Orya	orya1242	NG area	139.89	-2.76483	toro1256	ID	toro1256
Ouma	ouma1237	NG area	149.101	-10.2288	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/peri1258/cent2070/oumi1237	PG	aust1307
Ounge	oung1239	NG area	155.708	-6.36069	sout2948/nasi1247/nasi1248/sout3363/cent2394	PG	sout2948
Oweina	owen1244	NG area	145.817	-6.70452	nucl1709/kain1273/kain1274/gauw1235/awao1234	PG	nucl1709
Owiniga	owin1240	NG area	141.697	-4.47476	left1242	PG	left1242
Oya'oya	oyao1237	NG area	150.658	-10.5392	aust1307/mala1545/east2712/ocea1241/west2818/papu1253/nucl1744/suau1243	PG	aust1307
Pagi	pagi1244	NG area	141.246	-3.04649	bord1247/bewa1242/pagi1245	PG	bord1247
Pagu	pagu1249	NG area	127.78	1.2134	nort2923/nort2924/main1282/kaor1242/pagu1251	ID	nort2923
Pahi	pahi1246	NG area	142.299	-3.79935	sepi1257/sepi1256/mehe1244	PG	sepi1257
Pak-Tong	pakt1239	NG area	147.767	-2.05269	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262	PG	aust1307
Pal	pall1244	NG area	145.24	-4.756	nucl1709/mada1298/croi1234/omos1240	PG	nucl1709
Palumata	palu1237	NG area	128.762	-3.024	unat1236	ID	unat1236
Palu'e	palu1252	NG area	121.718	-8.32877	aust1307/mala1545/bima1248/flor1240/flor1241/ngad1265	ID	aust1307
Pamosu	pamo1253	NG area	145.288	-4.69874	nucl1709/mada1298/croi1234/grea1298/nort3379/kumi1250/tibo1244/tibo1243	PG	nucl1709
Panim	pani1258	NG area	145.752	-5.21388	nucl1709/mada1298/croi1234/mabu1247/gumm1240/pani1263	PG	nucl1709
Papapana	papa1265	NG area	155.289	-5.92283	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/neha1246/nucl1750	PG	aust1307
Papasena	papa1269	NG area	138.605	-2.87535	lake1255/tari1255/east2502/dout1239	ID	lake1255
Papi	papi1255	NG area	142.011	-4.4725	NA	PG	NA
Papuan Malay	papu1250	NG area	139.651	-2.53482	aust1307/mala1545/mala1536/nort3170/mala1538/nucl1806/vehi1234/east2743	ID	aust1307
Papuma	papu1251	NG area	135.907	-1.77301	aust1307/mala1545/east2712/sout3229/cend1238/yape1249/cent2277/cent2308	ID	aust1307
Papua New Guinean Sign Language	papu1255	NG area	147.116667	-9.5	sign1238/deaf1237/bsli1234/banz1243/aust1310	PG	sign1238
Parawen	para1307	NG area	145.418	-5.0112	nucl1709/mada1298/croi1234/grea1298/nort3379/numu1240/yara1256	PG	nucl1709
Pare	pare1271	NG area	141.658	-6.46878	kamu1264/awin1249	PG	kamu1264
Pasi	pasi1259	NG area	142.307	-3.95195	sepi1257/sepi1256/mayo1278/yimi1235	PG	sepi1257
Pass Valley Yali	pass1247	NG area	139.26	-3.76869	nucl1709/dani1287/ngal1299/yali1257	ID	nucl1709
Patani	pata1260	NG area	128.634	0.34096	aust1307/mala1545/east2712/sout3229/raja1255/sout3231/cent2270	ID	aust1307
Patep	pate1247	NG area	146.639	-6.91988	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245/mume1239/zena1251	PG	aust1307
Patpatar	patp1243	NG area	152.493	-3.74711	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/patp1244	PG	aust1307
Paulohi	paul1238	NG area	128.779	-3.25404	aust1307/mala1545/nunu1252/piru1243/east2752/sole1243	ID	aust1307
Pauwi	pauw1243	NG area	137.8	-1.65	aust1307/mala1545/east2712/sout3229/lowe1409/yoke1239	ID	aust1307
Pawaia	pawa1255	NG area	145.081	-6.88021	NA	PG	NA
Manat	payn1244	NG area	144.879	-4.94303	nucl1709/mada1298/kala1403/sout3148/soge1235/apal1258/grea1297	PG	nucl1709
Pei	peii1238	NG area	142.247	-4.43974	wali1264/pais1239	PG	wali1264
Pele-Ata	pele1245	NG area	151.05	-5.58045	NA	PG	NA
Penchal	penc1239	NG area	147.81	-2.29891	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/sout2879	PG	aust1307
Perai	pera1257	NG area	126.576	-7.62349	aust1307/mala1545/timo1265/weta1246/weta1245/pera1258/pera1259	ID	aust1307
Petats	peta1245	NG area	154.593	-5.34068	aust1307/mala1545/east2712/ocea1241/west2818/meso1253/newi1242/stge1234/nort3225/neha1246/nucl1750/buka1262	PG	aust1307
Piame	piam1243	NG area	142.784	-4.85835	sepi1257/sepi1258/west2576/hewa1240	PG	sepi1257
Pinai-Hagahai	pina1252	NG area	144.137	-5.12624	piaw1238	PG	piaw1238
Piru	piru1241	NG area	128.197	-3.05368	book1242	ID	book1242
Piu	piuu1237	NG area	146.455	-6.96694	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/huon1245/sout2878/buan1245	PG	aust1307
Podena	pode1237	NG area	139.456	-2.20572	aust1307/mala1545/east2712/ocea1241/west2818/nort3206/sarm1241/sarm1242/anus1238	ID	aust1307
Pom	pomm1237	NG area	135.619	-1.64224	aust1307/mala1545/east2712/sout3229/cend1238/yape1249/cent2277/cent2308	ID	aust1307
Ponam	pona1250	NG area	146.887	-1.91705	aust1307/mala1545/east2712/ocea1241/admi1239/east2459/manu1262/east2460	PG	aust1307
Pouye	pouy1238	NG area	141.864	-3.72704	sepi1257/ramm1241/pouy1239	PG	sepi1257
Puare	puar1240	NG area	141.715	-2.90121	skoo1245/skou1238/serr1253	PG	skoo1245
Pukaunu	puka1244	NG area	122.690759	-8.405661	aust1307/mala1545/bima1248/flor1239/lama1293/flor1242	ID	aust1307
Pulabu	pula1267	NG area	145.738	-5.59558	nucl1709/mada1298/raic1241/kabe1245	PG	nucl1709
Puragi	pura1253	NG area	132.304	-2.05779	sout1516	ID	sout1516
Purari	pura1257	NG area	145.036	-7.59133	NA	PG	NA
Pyu	pyuu1245	NG area	141.018	-4.45003	NA	ID;PG	NA
Qaqet	qaqe1238	NG area	151.702	-4.45258	bain1263	PG	bain1263
Rajong	rajo1237	NG area	120.874418	-8.658096	aust1307/mala1545/bima1248/flor1240/flor1241/mang1430/waer1238	ID	aust1307
